epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,2982.6,1.03392,1.04984,1.30081,0.72698,0.66399,0.71104,0.51859,0.99938,0.93649,1.33113,0.008614,0.008614,0.008614
44,3054.33,1.03961,1.06222,1.30759,0.72516,0.63909,0.68265,0.49737,1.02136,1.0249,1.36107,0.008581,0.008581,0.008581
45,3124.06,1.02691,1.03268,1.29737,0.74645,0.65405,0.71752,0.52397,1.00149,0.95028,1.34449,0.008548,0.008548,0.008548
46,3194.38,1.03236,1.04681,1.29801,0.77059,0.62814,0.70107,0.51404,1.01304,0.9615,1.34058,0.008515,0.008515,0.008515
47,3267.06,1.01899,1.04177,1.29853,0.7259,0.6599,0.69451,0.5114,1.02444,0.99132,1.3558,0.008482,0.008482,0.008482
48,3337.02,1.02747,1.03007,1.30152,0.75852,0.64874,0.70251,0.51543,1.00342,0.96463,1.33834,0.008449,0.008449,0.008449
49,3407.06,1.00676,1.02904,1.29458,0.75475,0.64573,0.70617,0.52065,0.9999,0.97217,1.33629,0.008416,0.008416,0.008416
50,3478.08,0.99761,0.9994,1.28876,0.74119,0.65505,0.70968,0.52362,0.99795,0.95023,1.33225,0.008383,0.008383,0.008383
51,3549.57,1.00468,0.9925,1.28925,0.7426,0.66923,0.71333,0.52734,1.01601,0.94933,1.34083,0.00835,0.00835,0.00835
52,3619.89,0.9991,0.99901,1.28133,0.71185,0.67771,0.70363,0.51812,1.0069,0.96191,1.33364,0.008317,0.008317,0.008317
53,3690.15,1.0108,0.98255,1.29256,0.75194,0.66215,0.72219,0.53179,1.01072,0.91655,1.32518,0.008284,0.008284,0.008284
54,3761.66,0.99848,0.98934,1.28483,0.74223,0.67248,0.71063,0.52695,0.99283,0.96025,1.32652,0.008251,0.008251,0.008251
55,3831.97,1.01851,0.98234,1.28649,0.74307,0.68196,0.73574,0.54058,0.98233,0.90154,1.30581,0.008218,0.008218,0.008218
56,3901.5,0.99294,0.97065,1.27359,0.77502,0.6471,0.72051,0.54129,0.98073,0.95102,1.30019,0.008185,0.008185,0.008185
57,3971.3,0.99741,0.96515,1.27222,0.77922,0.65706,0.72852,0.54218,0.99261,0.89231,1.3114,0.008152,0.008152,0.008152
58,4040.24,0.99243,0.96795,1.27445,0.76522,0.66881,0.71936,0.53362,0.98259,0.90843,1.30926,0.008119,0.008119,0.008119
59,4110.45,0.99243,0.96005,1.27655,0.74075,0.66704,0.7275,0.53555,0.99033,0.91585,1.3139,0.008086,0.008086,0.008086
60,4180.84,1.01045,0.97169,1.27845,0.7906,0.63875,0.71572,0.53453,0.9713,0.9118,1.30085,0.008053,0.008053,0.008053
61,4250.86,0.98438,0.94232,1.26787,0.79825,0.65982,0.7307,0.53997,0.99268,0.89531,1.31345,0.00802,0.00802,0.00802
62,4322.37,0.99227,0.9511,1.27413,0.74394,0.6935,0.71743,0.5325,0.98011,0.92379,1.3075,0.007987,0.007987,0.007987
63,4390.75,0.98701,0.95346,1.26932,0.71955,0.68972,0.72685,0.53327,0.99793,0.91132,1.31952,0.007954,0.007954,0.007954
64,4460.93,0.99322,0.93801,1.27048,0.76736,0.67826,0.72623,0.53882,0.99175,0.90701,1.32567,0.007921,0.007921,0.007921
65,4529.78,0.97767,0.92661,1.26617,0.74924,0.6775,0.72762,0.53673,0.99287,0.90828,1.32215,0.007888,0.007888,0.007888
66,4597.45,0.96768,0.92109,1.25986,0.78276,0.65944,0.72782,0.54323,0.98539,0.8885,1.30822,0.007855,0.007855,0.007855
67,4664.59,0.99518,0.92713,1.26099,0.77654,0.68247,0.74338,0.55531,0.97493,0.86315,1.29353,0.007822,0.007822,0.007822
68,4732.99,0.98955,0.92426,1.26425,0.74083,0.68632,0.72431,0.53996,0.98265,0.89118,1.30761,0.007789,0.007789,0.007789
69,4800.87,0.96807,0.90815,1.25239,0.73785,0.68298,0.72102,0.53592,0.98144,0.89302,1.30565,0.007756,0.007756,0.007756
70,4867.7,0.9704,0.91368,1.25824,0.72771,0.68544,0.72674,0.54447,0.97356,0.88193,1.30374,0.007723,0.007723,0.007723
71,4934.53,0.97062,0.88897,1.2574,0.75766,0.68698,0.7287,0.54119,0.9785,0.8903,1.29974,0.00769,0.00769,0.00769
72,5002.3,0.99332,0.90861,1.26573,0.76403,0.67749,0.73534,0.55062,0.97181,0.87998,1.30497,0.007657,0.007657,0.007657
73,5069.88,0.97236,0.89922,1.25658,0.76352,0.70451,0.73609,0.54953,0.97389,0.8776,1.30287,0.007624,0.007624,0.007624
74,5137.18,0.96419,0.89454,1.25223,0.75115,0.68586,0.73321,0.54618,0.97369,0.89053,1.29873,0.007591,0.007591,0.007591
75,5204.06,0.96957,0.8905,1.24807,0.75971,0.67893,0.73368,0.54644,0.98197,0.89262,1.30262,0.007558,0.007558,0.007558
76,5271.98,0.96191,0.89406,1.25353,0.75535,0.69914,0.72778,0.54081,0.97859,0.89529,1.29578,0.007525,0.007525,0.007525
77,5340.24,0.94522,0.86847,1.24468,0.77849,0.69078,0.72937,0.54708,0.96544,0.87071,1.29047,0.007492,0.007492,0.007492
78,5408.34,0.97031,0.87667,1.25525,0.79157,0.67415,0.73987,0.55512,0.96841,0.87381,1.29229,0.007459,0.007459,0.007459
79,5476.89,0.98779,0.89345,1.25484,0.7768,0.6939,0.73665,0.54962,0.97696,0.88283,1.29536,0.007426,0.007426,0.007426
80,5544.88,0.95962,0.87043,1.2426,0.76829,0.68844,0.74037,0.55497,0.97541,0.86076,1.29619,0.007393,0.007393,0.007393
81,5612.86,0.95048,0.85479,1.23766,0.79866,0.65915,0.73159,0.55155,0.95852,0.87268,1.28882,0.00736,0.00736,0.00736
82,5680.69,0.9603,0.88096,1.24877,0.75197,0.70615,0.73917,0.55837,0.96074,0.84969,1.28409,0.007327,0.007327,0.007327
83,5747.95,0.96674,0.8628,1.24245,0.7933,0.70132,0.75344,0.56634,0.96319,0.84081,1.28335,0.007294,0.007294,0.007294
84,5816.79,0.95417,0.8604,1.24445,0.79933,0.68226,0.74691,0.56349,0.96254,0.86305,1.28442,0.007261,0.007261,0.007261
85,5885.34,0.95272,0.85809,1.24344,0.73995,0.70984,0.73737,0.55338,0.97207,0.88257,1.29352,0.007228,0.007228,0.007228
86,5954.63,0.96547,0.87294,1.2475,0.77194,0.68281,0.74168,0.55443,0.97239,0.86456,1.29562,0.007195,0.007195,0.007195
87,6023.88,0.96215,0.86534,1.24303,0.77607,0.67867,0.74199,0.55313,0.96966,0.86559,1.29148,0.007162,0.007162,0.007162
88,6092.05,0.94691,0.8499,1.23964,0.79254,0.69793,0.76074,0.57107,0.95817,0.82594,1.27912,0.007129,0.007129,0.007129
89,6160.14,0.94955,0.8488,1.23929,0.79792,0.70188,0.7581,0.5728,0.95727,0.81867,1.28103,0.007096,0.007096,0.007096
90,6228.18,0.93744,0.83163,1.23529,0.77175,0.70687,0.75475,0.56957,0.95774,0.85783,1.28181,0.007063,0.007063,0.007063
91,6296.38,0.94004,0.83517,1.23109,0.79013,0.69133,0.74042,0.55933,0.96536,0.8571,1.28825,0.00703,0.00703,0.00703
92,6364.12,0.93629,0.84124,1.23106,0.77755,0.67248,0.73356,0.55395,0.96198,0.85615,1.2901,0.006997,0.006997,0.006997
93,6431.92,0.95754,0.83845,1.2376,0.77136,0.691,0.74343,0.55831,0.96467,0.85802,1.29114,0.006964,0.006964,0.006964
94,6499.88,0.93918,0.82998,1.23117,0.80519,0.67888,0.73905,0.55587,0.95867,0.87029,1.27982,0.006931,0.006931,0.006931
95,6567.74,0.96168,0.83283,1.23337,0.79691,0.68545,0.73489,0.55309,0.9583,0.87872,1.28308,0.006898,0.006898,0.006898
96,6635.54,0.92933,0.82432,1.22674,0.78756,0.67244,0.74565,0.56202,0.95466,0.85317,1.27866,0.006865,0.006865,0.006865
97,6702.9,0.93368,0.81146,1.22929,0.78712,0.68976,0.74812,0.56517,0.95781,0.86008,1.27897,0.006832,0.006832,0.006832
98,6770.53,0.92731,0.80586,1.2208,0.7543,0.69928,0.74866,0.56194,0.95435,0.85673,1.28073,0.006799,0.006799,0.006799
99,6838.97,0.92804,0.80968,1.23145,0.78565,0.66564,0.73531,0.5542,0.95545,0.86573,1.28274,0.006766,0.006766,0.006766
100,6907.2,0.92842,0.81553,1.2243,0.7744,0.68602,0.7312,0.55018,0.97143,0.87622,1.29362,0.006733,0.006733,0.006733
101,6976.34,0.9327,0.80425,1.22177,0.76723,0.68391,0.73363,0.55527,0.95926,0.86922,1.28455,0.0067,0.0067,0.0067
102,7044.35,0.93,0.81219,1.2265,0.75665,0.69095,0.73616,0.55795,0.95615,0.86814,1.27879,0.006667,0.006667,0.006667
103,7111.67,0.92907,0.80589,1.21822,0.78292,0.69612,0.74427,0.56557,0.96182,0.85467,1.28185,0.006634,0.006634,0.006634
104,7179.5,0.9278,0.79851,1.21942,0.78255,0.70652,0.75015,0.56777,0.95785,0.84881,1.28139,0.006601,0.006601,0.006601
105,7246.46,0.93286,0.81088,1.21997,0.77189,0.70821,0.75245,0.5642,0.95542,0.84657,1.28054,0.006568,0.006568,0.006568
106,7314.66,0.92495,0.80004,1.2242,0.808,0.69198,0.75583,0.57031,0.96004,0.84308,1.2801,0.006535,0.006535,0.006535
107,7381.67,0.92003,0.78319,1.21115,0.76912,0.71477,0.75161,0.56765,0.95091,0.83486,1.27251,0.006502,0.006502,0.006502
108,7449.26,0.91233,0.78817,1.21779,0.78222,0.68096,0.73877,0.56207,0.94285,0.86485,1.26952,0.006469,0.006469,0.006469
109,7517.48,0.93052,0.8002,1.21645,0.78174,0.67937,0.73968,0.55851,0.95627,0.8834,1.2822,0.006436,0.006436,0.006436
110,7585.31,0.92188,0.78002,1.21331,0.80073,0.67009,0.74542,0.56199,0.94938,0.86703,1.2768,0.006403,0.006403,0.006403
111,7653.42,0.92313,0.78417,1.22126,0.78269,0.7044,0.74723,0.56592,0.9531,0.85161,1.27542,0.00637,0.00637,0.00637
112,7721.14,0.9015,0.76136,1.20847,0.79964,0.69304,0.75043,0.56644,0.95753,0.84963,1.27754,0.006337,0.006337,0.006337
113,7788.4,0.90814,0.78198,1.20692,0.79144,0.69646,0.74676,0.56261,0.95994,0.85325,1.27912,0.006304,0.006304,0.006304
114,7855.39,0.9076,0.76955,1.21178,0.82208,0.68561,0.748,0.55956,0.96287,0.84519,1.2847,0.006271,0.006271,0.006271
115,7923.96,0.90933,0.77683,1.20741,0.81722,0.68796,0.75373,0.56485,0.95963,0.83983,1.27982,0.006238,0.006238,0.006238
116,7991.1,0.90851,0.77113,1.2105,0.82503,0.69014,0.75902,0.56811,0.95984,0.82974,1.2831,0.006205,0.006205,0.006205
117,8059.36,0.91089,0.75914,1.20797,0.81133,0.69024,0.75974,0.57343,0.95529,0.83422,1.28157,0.006172,0.006172,0.006172
118,8127.68,0.89544,0.75022,1.2019,0.83368,0.67909,0.75819,0.57218,0.94808,0.82757,1.27455,0.006139,0.006139,0.006139
119,8195.83,0.8937,0.75387,1.20388,0.81165,0.69229,0.75599,0.57212,0.94631,0.81949,1.27575,0.006106,0.006106,0.006106
120,8263.96,0.90941,0.77362,1.20757,0.76704,0.71464,0.74639,0.56436,0.95001,0.83342,1.28077,0.006073,0.006073,0.006073
121,8332.41,0.91041,0.76111,1.2081,0.7697,0.70044,0.73951,0.55998,0.95762,0.84544,1.2877,0.00604,0.00604,0.00604
122,8400.63,0.90996,0.75632,1.20686,0.7834,0.70812,0.74707,0.56096,0.95828,0.84418,1.28241,0.006007,0.006007,0.006007
123,8468.65,0.89739,0.75299,1.20395,0.79395,0.70251,0.74893,0.56198,0.96063,0.85088,1.28375,0.005974,0.005974,0.005974
124,8536.04,0.91626,0.76476,1.20976,0.80834,0.69357,0.7472,0.56424,0.95448,0.84333,1.28035,0.005941,0.005941,0.005941
125,8603.48,0.90241,0.74435,1.19713,0.77191,0.70965,0.74643,0.56312,0.95951,0.83912,1.2847,0.005908,0.005908,0.005908
126,8671,0.89301,0.74314,1.19735,0.78458,0.69922,0.74724,0.56274,0.95545,0.84022,1.27876,0.005875,0.005875,0.005875
127,8738.81,0.90336,0.75102,1.19874,0.78609,0.69317,0.74487,0.56348,0.95453,0.84847,1.27781,0.005842,0.005842,0.005842
128,8805.88,0.90789,0.75188,1.19997,0.80327,0.68195,0.74021,0.56203,0.95408,0.85689,1.27549,0.005809,0.005809,0.005809
129,8873.16,0.89978,0.74747,1.20418,0.7709,0.69988,0.74436,0.56371,0.95118,0.84297,1.27442,0.005776,0.005776,0.005776
130,8940.18,0.89126,0.73704,1.18928,0.80398,0.68216,0.74743,0.56671,0.95277,0.84116,1.27201,0.005743,0.005743,0.005743
131,9008.19,0.90315,0.73077,1.19553,0.81979,0.67778,0.74963,0.56938,0.95224,0.83539,1.27357,0.00571,0.00571,0.00571
132,9075.27,0.89398,0.73868,1.19486,0.79464,0.68917,0.74825,0.57082,0.94963,0.84242,1.2719,0.005677,0.005677,0.005677
133,9141.79,0.88541,0.72997,1.18863,0.78065,0.69441,0.74696,0.56862,0.95029,0.84543,1.27319,0.005644,0.005644,0.005644
134,9208.65,0.88151,0.73236,1.19308,0.78513,0.69223,0.74501,0.56489,0.95084,0.85129,1.27249,0.005611,0.005611,0.005611
135,9275.63,0.88254,0.72419,1.19362,0.79184,0.68489,0.74105,0.56431,0.95185,0.85129,1.27295,0.005578,0.005578,0.005578
136,9343.31,0.88234,0.7123,1.18385,0.78614,0.6911,0.74465,0.56427,0.94823,0.84718,1.27182,0.005545,0.005545,0.005545
137,9410.31,0.88224,0.73231,1.19355,0.79359,0.67946,0.74726,0.56741,0.94613,0.84608,1.2706,0.005512,0.005512,0.005512
138,9477.33,0.88594,0.7123,1.18603,0.78364,0.69033,0.7466,0.56853,0.94758,0.85178,1.27062,0.005479,0.005479,0.005479
139,9543.86,0.88376,0.72175,1.19018,0.80846,0.68197,0.74532,0.5662,0.9512,0.8513,1.27509,0.005446,0.005446,0.005446
140,9610.92,0.8702,0.71052,1.18546,0.80977,0.67799,0.7447,0.56496,0.95271,0.85456,1.27822,0.005413,0.005413,0.005413
141,9678.02,0.87493,0.69706,1.18248,0.79187,0.68741,0.74354,0.56241,0.95295,0.84879,1.2805,0.00538,0.00538,0.00538
142,9745.13,0.8761,0.70046,1.18298,0.79708,0.69284,0.74406,0.56564,0.94979,0.84422,1.27785,0.005347,0.005347,0.005347
143,9812.25,0.88003,0.70426,1.18361,0.79185,0.70419,0.74709,0.56698,0.95484,0.84583,1.28009,0.005314,0.005314,0.005314
144,9879.35,0.88435,0.70591,1.18409,0.80241,0.69551,0.7474,0.56806,0.95409,0.84813,1.27916,0.005281,0.005281,0.005281
145,9946.77,0.88275,0.7105,1.18721,0.78597,0.70278,0.74817,0.56813,0.95334,0.84883,1.27823,0.005248,0.005248,0.005248
146,10014.7,0.86364,0.70085,1.18055,0.77508,0.7049,0.74943,0.56896,0.95104,0.84788,1.27661,0.005215,0.005215,0.005215
147,10081.8,0.88225,0.70183,1.18231,0.8076,0.68768,0.74826,0.56839,0.94955,0.8485,1.27519,0.005182,0.005182,0.005182
148,10151.9,0.87041,0.69798,1.17561,0.80317,0.69297,0.74994,0.57028,0.95491,0.85092,1.27934,0.005149,0.005149,0.005149
149,10219.8,0.86901,0.69293,1.18062,0.79877,0.69096,0.74989,0.56959,0.954,0.84833,1.27689,0.005116,0.005116,0.005116
150,10287.2,0.8741,0.70014,1.1737,0.80394,0.68936,0.74984,0.56935,0.95051,0.84516,1.27319,0.005083,0.005083,0.005083
151,10354.2,0.87144,0.6963,1.17911,0.77147,0.71603,0.74983,0.5707,0.94993,0.84419,1.27172,0.00505,0.00505,0.00505
152,10420.7,0.86393,0.6956,1.17276,0.77056,0.71497,0.74895,0.57111,0.94892,0.84261,1.2692,0.005017,0.005017,0.005017
153,10487.6,0.8757,0.69056,1.17744,0.77297,0.71151,0.74868,0.56913,0.94887,0.8442,1.2685,0.004984,0.004984,0.004984
154,10554.2,0.86261,0.68516,1.17119,0.78108,0.7061,0.75018,0.5694,0.95148,0.84497,1.27116,0.004951,0.004951,0.004951
155,10621.2,0.86876,0.68669,1.17603,0.80465,0.68749,0.751,0.56977,0.95381,0.84809,1.27412,0.004918,0.004918,0.004918
156,10688.7,0.87331,0.69297,1.17736,0.79649,0.69024,0.74967,0.56777,0.95568,0.85221,1.27577,0.004885,0.004885,0.004885
157,10755.4,0.86647,0.67901,1.17172,0.79027,0.69394,0.74894,0.56816,0.95782,0.85299,1.27585,0.004852,0.004852,0.004852
158,10822.1,0.8622,0.68069,1.16976,0.78043,0.69926,0.74706,0.56679,0.95723,0.85571,1.27493,0.004819,0.004819,0.004819
159,10889.1,0.85358,0.67553,1.16872,0.78886,0.68879,0.74662,0.56601,0.95849,0.85826,1.27467,0.004786,0.004786,0.004786
160,10956.6,0.84977,0.67486,1.16792,0.80597,0.67685,0.74464,0.5658,0.96008,0.85926,1.27492,0.004753,0.004753,0.004753
161,11023.7,0.85416,0.67262,1.16675,0.80656,0.68126,0.74552,0.56668,0.95851,0.85972,1.27343,0.00472,0.00472,0.00472
162,11091,0.85798,0.66539,1.17029,0.79456,0.68552,0.74611,0.56755,0.96133,0.85778,1.27715,0.004687,0.004687,0.004687
163,11158.1,0.86104,0.66607,1.17169,0.79552,0.68616,0.74499,0.56611,0.96171,0.85779,1.27746,0.004654,0.004654,0.004654
164,11224.8,0.84942,0.66851,1.17029,0.79535,0.68839,0.74545,0.56696,0.96216,0.8575,1.27792,0.004621,0.004621,0.004621
165,11291,0.84898,0.66446,1.16509,0.78748,0.6934,0.74689,0.5684,0.96144,0.85257,1.27692,0.004588,0.004588,0.004588
166,11358.2,0.84813,0.66146,1.15597,0.78853,0.69512,0.74986,0.57018,0.96187,0.85082,1.27701,0.004555,0.004555,0.004555
167,11424.6,0.83673,0.66191,1.15908,0.80083,0.68746,0.74954,0.57023,0.96055,0.84926,1.27617,0.004522,0.004522,0.004522
168,11491.5,0.85075,0.66732,1.16274,0.81016,0.68004,0.75018,0.57016,0.95812,0.84674,1.27414,0.004489,0.004489,0.004489
169,11559,0.85635,0.66204,1.16454,0.79975,0.68116,0.74929,0.57042,0.95598,0.84757,1.27153,0.004456,0.004456,0.004456
170,11626.5,0.84583,0.66626,1.16634,0.77599,0.69965,0.75021,0.5701,0.95601,0.84786,1.27181,0.004423,0.004423,0.004423
171,11693.2,0.8434,0.65062,1.1611,0.80255,0.6805,0.74995,0.56915,0.95633,0.84692,1.27269,0.00439,0.00439,0.00439
172,11760.4,0.85036,0.65275,1.1623,0.77696,0.69709,0.74903,0.56846,0.95563,0.8496,1.27111,0.004357,0.004357,0.004357
173,11827,0.84972,0.65613,1.16023,0.77127,0.7016,0.74836,0.56834,0.95589,0.85031,1.27055,0.004324,0.004324,0.004324
174,11893.8,0.85966,0.64671,1.16258,0.77151,0.70331,0.74697,0.56723,0.95599,0.84974,1.27163,0.004291,0.004291,0.004291
175,11961,0.84335,0.65324,1.15977,0.78191,0.69458,0.74843,0.56807,0.95797,0.84938,1.27397,0.004258,0.004258,0.004258
176,12027.8,0.85051,0.64728,1.15642,0.79797,0.68697,0.74847,0.56758,0.95753,0.85235,1.27314,0.004225,0.004225,0.004225
177,12095.1,0.82793,0.64227,1.15316,0.79806,0.68594,0.74967,0.56758,0.95726,0.85366,1.2738,0.004192,0.004192,0.004192
178,12161.3,0.82796,0.63654,1.15414,0.79042,0.69007,0.7499,0.56697,0.95749,0.85367,1.27473,0.004159,0.004159,0.004159
179,12228,0.83953,0.64889,1.15733,0.79276,0.69087,0.7498,0.56727,0.95702,0.85492,1.27432,0.004126,0.004126,0.004126
180,12295.3,0.83233,0.63577,1.14846,0.79278,0.69013,0.74936,0.56742,0.95649,0.85621,1.27429,0.004093,0.004093,0.004093
181,12360.6,0.82229,0.63401,1.15279,0.79221,0.68867,0.74906,0.56765,0.95579,0.85756,1.27438,0.00406,0.00406,0.00406
182,12426.3,0.82245,0.62845,1.14445,0.78784,0.69355,0.7486,0.56732,0.95538,0.85922,1.27401,0.004027,0.004027,0.004027
183,12492.7,0.83004,0.63358,1.15279,0.78779,0.6933,0.7475,0.56667,0.95523,0.85807,1.27415,0.003994,0.003994,0.003994
184,12559,0.83378,0.6344,1.15363,0.78788,0.69161,0.74841,0.56776,0.95533,0.85743,1.2752,0.003961,0.003961,0.003961
185,12624.4,0.83186,0.63546,1.15127,0.80446,0.68686,0.74861,0.56716,0.95503,0.85708,1.27515,0.003928,0.003928,0.003928
186,12690.3,0.82585,0.62828,1.15421,0.80675,0.6856,0.74898,0.56733,0.95534,0.85687,1.27587,0.003895,0.003895,0.003895
187,12756.4,0.82465,0.62867,1.15039,0.80315,0.68686,0.74881,0.56721,0.95565,0.8569,1.27575,0.003862,0.003862,0.003862
188,12822.6,0.8295,0.62414,1.14385,0.80455,0.68645,0.74832,0.56835,0.95601,0.85844,1.2766,0.003829,0.003829,0.003829
189,12888.3,0.82838,0.62604,1.15546,0.8036,0.68455,0.74813,0.56889,0.95617,0.85888,1.27685,0.003796,0.003796,0.003796
