epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
190,12953.7,0.82708,0.62861,1.14995,0.80262,0.68502,0.74851,0.56884,0.95691,0.85865,1.27701,0.003763,0.003763,0.003763
191,13019,0.81748,0.61977,1.14345,0.78347,0.69838,0.7478,0.56845,0.9573,0.85894,1.27682,0.00373,0.00373,0.00373
192,13085.1,0.82313,0.61633,1.14626,0.79492,0.69495,0.7487,0.56855,0.95767,0.85966,1.27715,0.003697,0.003697,0.003697
193,13151.1,0.82194,0.61787,1.14062,0.79883,0.6913,0.74786,0.56851,0.95762,0.85902,1.27703,0.003664,0.003664,0.003664
194,13216.9,0.80763,0.61293,1.14091,0.79631,0.69188,0.74701,0.56735,0.95841,0.85839,1.27742,0.003631,0.003631,0.003631
195,13282.8,0.82409,0.62334,1.14979,0.79079,0.69559,0.74663,0.5668,0.95771,0.85975,1.27563,0.003598,0.003598,0.003598
196,13348.1,0.81967,0.61923,1.14656,0.79008,0.6946,0.74615,0.56676,0.95852,0.85904,1.27647,0.003565,0.003565,0.003565
197,13414,0.80933,0.60776,1.13241,0.80014,0.68878,0.74572,0.56612,0.95875,0.86104,1.27634,0.003532,0.003532,0.003532
198,13479.2,0.80877,0.61074,1.1358,0.80219,0.68715,0.74547,0.56545,0.95792,0.86134,1.27544,0.003499,0.003499,0.003499
199,13545.4,0.82743,0.61964,1.14157,0.80262,0.68784,0.74492,0.56487,0.95856,0.86168,1.2755,0.003466,0.003466,0.003466
200,13611.1,0.81858,0.60858,1.13823,0.7997,0.6856,0.74444,0.56556,0.95885,0.8624,1.27548,0.003433,0.003433,0.003433
201,13676.1,0.79505,0.5949,1.128,0.8,0.68714,0.74445,0.5653,0.95925,0.86407,1.27565,0.0034,0.0034,0.0034
202,13741.9,0.8031,0.60649,1.13899,0.79905,0.68754,0.7442,0.56527,0.95941,0.86345,1.27591,0.003367,0.003367,0.003367
203,13807.4,0.79774,0.59734,1.12846,0.79822,0.6862,0.74414,0.5655,0.9605,0.86358,1.27777,0.003334,0.003334,0.003334
204,13873.8,0.80812,0.60379,1.13703,0.79665,0.68543,0.74384,0.56602,0.9608,0.86328,1.27804,0.003301,0.003301,0.003301
205,13939.6,0.78088,0.58093,1.12732,0.79545,0.68613,0.7433,0.56613,0.96086,0.86212,1.27826,0.003268,0.003268,0.003268
206,14005.5,0.80679,0.59425,1.13625,0.7947,0.6882,0.74322,0.56591,0.95975,0.86151,1.27693,0.003235,0.003235,0.003235
207,14071.7,0.80548,0.59551,1.13269,0.79984,0.6867,0.74405,0.56702,0.95912,0.86194,1.27666,0.003202,0.003202,0.003202
208,14137.5,0.80343,0.59463,1.13466,0.8025,0.68619,0.74457,0.56644,0.95994,0.86162,1.27716,0.003169,0.003169,0.003169
209,14203.1,0.80217,0.59431,1.13311,0.81035,0.68063,0.745,0.56659,0.96052,0.86098,1.27787,0.003136,0.003136,0.003136
210,14268.5,0.80393,0.59785,1.13355,0.7931,0.69268,0.74577,0.56702,0.96034,0.86024,1.27791,0.003103,0.003103,0.003103
211,14334.8,0.79632,0.59307,1.12819,0.79625,0.69094,0.74603,0.5676,0.96031,0.85957,1.27792,0.00307,0.00307,0.00307
212,14401.6,0.80418,0.58861,1.12685,0.79644,0.69013,0.74633,0.56856,0.96085,0.86064,1.27851,0.003037,0.003037,0.003037
213,14467.6,0.80879,0.59431,1.134,0.79833,0.68911,0.74629,0.56935,0.96091,0.86044,1.2787,0.003004,0.003004,0.003004
214,14533,0.80199,0.58991,1.12284,0.79964,0.68865,0.7467,0.56967,0.96075,0.85969,1.27875,0.002971,0.002971,0.002971
215,14598.6,0.7812,0.576,1.12271,0.79757,0.69181,0.74709,0.57028,0.96011,0.85988,1.27797,0.002938,0.002938,0.002938
216,14664.4,0.7983,0.58439,1.12462,0.79929,0.69377,0.7478,0.56975,0.96051,0.85933,1.27862,0.002905,0.002905,0.002905
217,14729.7,0.7869,0.5815,1.12324,0.79988,0.6942,0.74815,0.57032,0.96055,0.85978,1.27854,0.002872,0.002872,0.002872
